"scenario","method","n","mean_cor","median_cor","sd_cor","mean_rmse","median_rmse","sd_rmse","mean_slope_bias","median_slope_bias","sd_slope_bias","mean_abs_slope_bias","mean_intercept_bias","median_intercept_bias","sd_intercept_bias","mean_abs_intercept_bias","mean_sign_acc","median_sign_acc","sd_sign_acc","success_rate"
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.05|b=0.05]",40,0.27050598989927,0.27162185274009,0.0502914456954606,2.76439307330422,2.77084315834887,0.222780603088351,-0.248152338550854,-0.231972144177888,0.161518143972751,0.253547415056318,-0.00708593576692594,-0.00114464857950945,0.0879640853456992,0.0713479515176378,0.591666666666667,0.591435185185185,0.0265993300144142,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.02|b=0.05]",40,0.270431497575533,0.271509309503752,0.0503024967670647,2.84977134501908,2.8570091197601,0.231372362419161,-0.224423657686881,-0.208094029453765,0.166709583927532,0.233123078449212,-0.00735915220654335,-0.000600778080505582,0.0913758126986058,0.0740800141461539,0.591666666666667,0.591435185185185,0.0265993300144142,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.01|b=0.05]",40,0.270405344403226,0.271469910652645,0.0503063455344715,2.87956019650285,2.88707342296492,0.234367632160033,-0.21617620201286,-0.199800593681007,0.168515669115263,0.226023823228782,-0.00745483855357637,-0.000402653293831179,0.092572939273364,0.0750372922414741,0.591666666666667,0.591435185185185,0.0265993300144142,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.05|b=0.02]",40,0.270302541180602,0.271326089041115,0.050360949868746,2.77115423412254,2.77616988134626,0.223679734275595,-0.246493526378497,-0.230319023709468,0.1620031276176,0.252129235174275,-0.00667867879423441,0.000827982727749898,0.0826060322678934,0.0668584463819688,0.591377314814815,0.591435185185185,0.0258298670479958,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.05|b=0.01]",40,0.270229920647282,0.271221991091995,0.0503852980272848,2.77357851001658,2.77809857313561,0.223984653999865,-0.245916502893554,-0.229744791120143,0.162172927701387,0.251636021045035,-0.00653692423825931,6.48761594530615e-05,0.0808035709072163,0.0653600140177155,0.591203703703704,0.591435185185185,0.0256848443775485,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.02|b=0.02]",40,0.270223653210265,0.27120703109472,0.0503730130239529,2.85701820835273,2.86278147705288,0.232345834585994,-0.222655931848045,-0.206347235742731,0.167227209774884,0.231610976732879,-0.00694090097011816,0.0010597870322301,0.0858926711027058,0.0694695823737347,0.591377314814815,0.591435185185185,0.0258298670479958,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[fractional|x=0.01|b=0.02]",40,0.270195945595318,0.271165335919193,0.0503772160926435,2.88698104340716,2.89300589088426,0.235367711844442,-0.214369690088547,-0.19802062080632,0.169044952725173,0.224495588266847,-0.00703279801362454,0.00114357282459568,0.0870472659389514,0.0703915878353021,0.591377314814815,0.591435185185185,0.0258298670479958,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.05|b=0.05]",40,0.27016801092106,0.271134761985935,0.0504076309151098,2.76530217536906,2.76924977915098,0.223197960329439,-0.248325744502892,-0.232174451535283,0.161687693525833,0.253713139423271,-0.006366671631613,-0.000704641893979071,0.0786783077591188,0.0636935383973198,0.590740740740741,0.591435185185185,0.0261113805189741,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.05|b=0.02]",40,0.270166101787846,0.271132054539598,0.0504082624432787,2.7653657353122,2.76930064297803,0.223205603427766,-0.248310949720045,-0.232159728431201,0.161692068318197,0.253700496447833,-0.00636301828777889,-0.000724297226208307,0.0786332323730833,0.063657967135193,0.59068287037037,0.591435185185185,0.026141290133258,1
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","fmrilss_oasis[absolute|x=0.05|b=0.01]",40,0.270165465032838,0.271131151632705,0.0504084730428949,2.76538693530634,2.76931760964216,0.223208151453354,-0.248306016313904,-0.232154818989233,0.161693527203138,0.253696280582383,-0.0063618000520518,-0.000730851418756235,0.0786182073260611,0.0636461056911156,0.59068287037037,0.591435185185185,0.026141290133258,1
